0	26
1	33
2	31
3	20
4	26
5	26
6	27
7	32
8	12
9	21
10	28
11	23
12	22
13	22
14	16
15	27
16	22
17	26
18	32
19	29
20	20
21	27
22	25
23	20
24	24
25	19
26	24
27	24
28	25
29	24
30	30
31	29
32	24
33	26
34	33
35	37
36	33
37	23
38	32
39	22
40	17
41	31
42	28
43	19
44	30
45	31
46	24
47	24
48	20
49	21
50	26
51	26
52	29
53	20
54	25
55	21
56	41
57	24
58	27
59	29
60	31
61	25
62	26
63	23
64	21
65	22
66	37
67	30
68	25
69	27
70	17
71	27
72	22
73	25
74	27
75	18
76	32
77	30
78	16
79	24
80	21
81	22
82	22
83	31
84	19
85	28
86	17
87	18
88	20
89	26
90	33
91	23
92	28
93	19
94	31
95	24
96	33
97	31
98	33
99	27
100	22
101	30
102	24
103	24
104	19
105	26
106	28
107	24
108	23
109	21
110	24
111	20
112	24
113	32
114	29
115	36
116	27
117	19
118	26
119	32
120	26
121	28
122	17
123	35
124	25
125	19
126	35
127	27
128	19
129	26
130	29
131	26
132	28
133	17
134	20
135	24
136	30
137	27
138	23
139	19
140	27
141	25
142	16
143	25
144	22
145	22
146	29
147	25
148	27
149	28
150	20
151	29
152	26
153	21
154	25
155	19
156	23
157	33
158	25
159	19
160	28
161	19
162	22
163	32
164	25
165	26
166	22
167	16
168	21
169	25
170	26
171	29
172	31
173	19
174	32
175	26
176	27
177	25
178	22
179	25
180	27
181	23
182	32
183	23
184	23
185	25
186	22
187	24
188	26
189	29
190	28
191	23
192	18
193	24
194	24
195	23
196	21
197	28
198	25
199	20
200	24
201	35
202	20
203	24
204	19
205	24
206	26
207	37
208	30
209	28
210	29
211	23
212	18
213	30
214	22
215	22
216	17
217	21
218	25
219	27
220	30
221	24
222	35
223	27
224	22
225	20
226	25
227	27
228	22
229	23
230	30
231	27
232	22
233	25
234	22
235	25
236	21
237	27
238	17
239	17
240	36
241	28
242	17
243	28
244	22
245	20
246	33
247	18
248	35
249	34
250	29
251	26
252	20
253	30
254	25
255	32
256	32
257	17
258	34
259	23
260	23
261	24
262	37
263	31
264	30
265	29
266	25
267	27
268	26
269	23
270	31
271	33
272	24
273	27
274	37
275	24
276	21
277	30
278	26
279	30
280	24
281	23
282	29
283	26
284	32
285	25
286	32
287	29
288	21
289	31
290	35
291	18
292	27
293	16
294	26
295	25
296	28
297	24
298	29
299	22
300	26
301	22
302	26
303	29
304	26
305	28
306	22
307	31
308	21
309	18
310	21
311	24
312	28
313	33
314	34
315	14
316	23
317	27
318	32
319	28
320	31
321	27
322	25
323	22
324	33
325	25
326	21
327	30
328	33
329	27
330	23
331	34
332	29
333	21
334	27
335	29
336	24
337	31
338	27
339	27
340	30
341	24
342	26
343	23
344	24
345	21
346	21
347	27
348	22
349	26
350	21
351	18
352	28
353	23
354	23
355	25
356	26
357	27
358	20
359	28
360	37
361	23
362	38
363	19
364	27
365	29
366	27
367	18
368	27
369	32
370	23
371	24
372	30
373	22
374	20
375	16
376	26
377	21
378	29
379	29
380	24
381	32
382	38
383	23
384	24
385	22
386	23
387	24
388	22
389	29
390	30
391	16
392	22
393	18
394	38
395	17
396	21
397	24
398	24
399	29
400	19
401	25
402	25
403	20
404	26
405	22
406	26
407	26
408	21
409	25
410	21
411	26
412	15
413	29
414	25
415	28
416	26
417	29
418	30
419	25
420	23
421	20
422	33
423	29
424	33
425	26
426	23
427	22
428	26
429	25
430	28
431	34
432	23
433	17
434	31
435	32
436	22
437	26
438	21
439	34
440	33
441	28
442	29
443	22
444	24
445	34
446	34
447	19
448	21
449	29
450	17
451	30
452	20
453	32
454	24
455	22
456	20
457	29
458	18
459	24
460	19
461	27
462	26
463	24
464	34
465	19
466	27
467	22
468	19
469	17
470	18
471	24
472	19
473	17
474	35
475	38
476	23
477	25
478	19
479	20
480	32
481	29
482	23
483	32
484	28
485	24
486	21
487	31
488	28
489	31
490	20
491	25
492	24
493	33
494	34
495	34
496	29
497	27
498	23
499	20
500	22
501	30
502	28
503	37
504	19
505	24
506	24
507	28
508	25
509	28
510	31
511	28
512	28
513	24
514	17
515	21
516	26
517	35
518	23
519	27
520	31
521	27
522	31
523	24
524	28
525	21
526	34
527	26
528	27
529	28
530	24
531	21
532	32
533	28
534	23
535	29
536	25
537	15
538	32
539	23
540	24
541	23
542	26
543	39
544	28
545	24
546	34
547	22
548	30
549	23
550	31
551	20
552	17
553	23
554	25
555	27
556	32
557	20
558	16
559	31
560	36
561	25
562	26
563	29
564	33
565	17
566	23
567	26
568	29
569	23
570	19
571	23
