0	39
1	20
2	27
3	20
4	32
5	21
6	19
7	25
8	32
9	29
10	22
11	26
12	29
13	31
14	18
15	27
16	23
17	27
18	29
19	22
20	23
21	21
22	26
23	33
24	15
25	29
26	28
27	28
28	28
29	25
30	25
31	26
32	30
33	24
34	22
35	24
36	26
37	25
38	14
39	25
40	25
41	24
42	27
43	21
44	19
45	20
46	17
47	15
48	25
49	20
50	23
51	30
52	30
53	29
54	27
55	28
56	38
57	23
58	20
59	27
60	22
61	24
62	19
63	18
64	21
65	27
66	30
67	24
68	24
69	22
70	24
71	27
72	26
73	27
74	26
75	23
76	29
77	29
78	25
79	26
80	23
81	26
82	14
83	23
84	21
85	30
86	28
87	23
88	24
89	27
90	22
91	27
92	24
93	22
94	19
95	32
96	24
97	24
98	26
99	27
100	24
101	31
102	24
103	21
104	25
105	26
106	19
107	28
108	23
109	28
110	31
111	29
112	19
113	28
114	22
115	31
116	26
117	27
118	36
119	26
120	27
121	28
122	16
123	25
124	34
125	23
126	24
127	27
128	28
129	22
130	21
131	23
132	21
133	23
134	22
135	26
136	20
137	28
138	26
139	21
140	18
141	32
142	26
143	29
144	28
145	28
146	31
147	32
148	28
149	28
150	32
151	27
152	21
153	24
154	27
155	15
156	23
157	21
158	24
159	33
160	24
161	27
162	26
163	26
164	26
165	23
166	38
167	29
168	25
169	26
170	27
171	22
172	28
173	21
174	28
175	17
176	27
177	22
178	20
179	32
180	26
181	23
182	23
183	21
184	23
185	35
186	34
187	24
188	29
189	25
190	20
191	22
192	24
193	26
194	32
195	21
196	27
197	27
198	29
199	23
200	25
201	26
202	23
203	31
204	22
205	38
206	23
207	20
208	22
209	35
210	25
211	32
212	26
213	34
214	34
215	30
216	27
217	23
218	26
219	20
220	24
221	25
222	27
223	25
224	31
225	23
226	16
227	39
228	24
229	32
230	19
231	27
232	27
233	21
234	22
235	31
236	29
237	22
238	36
239	26
240	24
241	26
242	20
243	33
244	22
245	25
246	24
247	25
248	22
249	25
250	17
251	24
252	20
253	33
254	21
255	21
256	28
257	26
258	29
259	26
260	24
261	32
262	19
263	21
264	27
265	24
266	37
267	27
268	22
269	24
270	18
271	21
272	29
273	24
274	17
275	24
276	35
277	27
278	25
279	27
280	32
281	22
282	31
283	22
284	27
285	32
286	22
287	22
288	28
289	23
290	27
291	30
292	28
293	21
294	24
295	28
296	18
297	34
298	23
299	32
300	22
301	23
302	21
303	26
304	18
305	28
306	29
307	23
308	27
309	29
310	23
311	20
312	22
313	30
314	24
315	24
316	24
317	25
318	18
319	30
320	27
321	20
322	33
323	31
324	25
325	39
326	30
327	25
328	26
329	28
330	28
331	23
332	31
333	27
334	29
335	19
336	27
337	26
338	24
339	25
340	22
341	30
342	26
343	27
344	20
345	19
346	25
347	33
348	27
349	17
350	29
351	21
352	27
353	25
354	36
355	20
356	26
357	20
358	20
359	35
360	30
361	34
362	35
363	21
364	18
365	24
366	19
367	26
368	32
369	21
370	15
371	30
372	26
373	25
374	20
375	13
376	24
377	22
378	30
379	17
380	27
381	35
382	30
383	25
384	30
385	24
386	19
387	24
388	27
389	24
390	23
391	29
392	24
393	29
394	30
395	17
396	19
397	17
398	21
399	32
400	23
401	24
402	25
403	23
404	25
405	31
406	26
407	26
408	27
409	41
410	24
411	36
412	33
413	25
414	25
415	28
416	29
417	25
418	20
419	25
420	32
421	25
422	19
423	26
424	21
425	23
426	23
427	29
428	28
429	31
430	22
431	24
432	18
433	27
434	13
435	29
436	22
437	24
438	12
439	30
440	20
441	26
442	23
443	23
444	25
445	21
446	25
447	24
448	30
449	17
450	20
451	23
452	28
453	25
454	27
455	24
456	23
457	28
458	30
459	27
460	28
461	30
462	20
463	21
464	26
465	24
466	26
467	27
468	23
469	29
470	23
471	24
472	31
473	25
474	25
475	23
476	21
477	22
478	26
479	25
480	23
481	38
482	30
483	24
484	27
485	27
486	24
487	18
488	22
489	20
490	36
491	24
492	25
493	22
494	31
495	35
496	33
497	18
498	27
499	26
500	19
501	30
502	23
503	32
504	18
505	27
506	31
507	25
508	27
509	18
510	31
511	33
512	37
513	25
514	29
515	29
516	31
517	17
518	18
519	28
520	21
521	24
522	27
523	15
524	34
525	25
526	32
527	24
528	31
529	17
530	25
531	27
532	21
533	28
534	26
535	19
536	26
537	20
538	21
539	26
540	20
541	16
542	28
543	23
544	30
545	23
546	25
547	19
548	21
549	26
550	22
551	22
552	28
553	25
554	28
555	35
556	31
557	23
558	25
559	36
560	28
561	26
562	21
563	18
564	25
565	29
566	25
567	32
568	36
569	27
570	28
571	34
572	26
573	28
574	30
575	29
576	23
577	18
578	28
579	22
580	29
581	21
582	22
583	34
584	31
585	20
586	21
587	30
588	22
589	25
590	21
591	28
592	27
593	35
594	20
595	25
596	32
597	29
598	21
